연도,번호,학교명,학교유형,설립,지역,대학규모,직원-정규직-사서자격증 소지자,사서자격증 미소지자,비정규직-사서자격증 소지자,사서자격증 미소지자,합계-사서자격증 소지자,사서자격증 미소지자,계,사서자격증 보유현황-정규직-1급 정사서,2급 정사서,준사서,합계,비정규직-1급 정사서,2급 정사서,준사서,합계,직원교육현황-참여시간,참여인원,"재학생 1,000명당 도서관 직원수-정규직-사서",비사서,비정규직-사서,비사서,재학생수(당해년도),"재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수-사서직원수 정규직",사서직원수 비정규직,재학생수(전년도),"재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간-교육 참여시간,도서관직원수 정규직,도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간
2016,126,대전가톨릭대학교,대학,사립,세종,C그룹,2,1,0,0,2,1,3,1,1,0,2,0,0,0,0,155,5,2,1,0,0,116,24.100000381469727,2,0,116,17.200000762939453,155,3,0,51.70000076293945
2016,127,대전과학기술대학교,전문대학,사립,대전,B그룹,4,0,0,1,4,1,5,2,2,0,4,0,0,0,0,44,3,4,0,0,1,4696,1.0,4,0,4696,0.8999999761581421,44,4,1,8.800000190734863
2016,128,대전대학교,대학,사립,대전,B그룹,9,0,4,0,13,0,13,0,9,0,9,0,4,0,4,497,123,9,0,4,0,10612,1.100000023841858,9,4,10612,1.2000000476837158,497,9,4,38.20000076293945
2016,129,대전보건대학교,전문대학,사립,대전,A그룹,2,0,2,0,4,0,4,0,2,0,2,0,2,0,2,119,14,2,0,2,0,5901,0.6000000238418579,2,2,5901,0.699999988079071,119,2,2,29.799999237060547
2016,130,대전신학대학교,대학,사립,대전,C그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,15,2,1,1,0,0,282,6.400000095367432,1,0,282,3.5,15,2,0,7.5
2016,131,대진대학교,대학,사립,경기,B그룹,4,3,3,0,7,3,10,2,2,0,4,0,3,0,3,506,59,4,3,3,0,8202,1.100000023841858,4,3,8202,0.8999999761581421,506,7,3,50.599998474121094
2016,132,대한신학대학원대학교,대학원대학,사립,경기,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,14,1,0,0,0,1,327,1.5,0,0,327,0.0,14,0,1,14.0
2016,133,덕성여자대학교,대학,사립,서울,B그룹,6,0,8,2,14,2,16,1,4,1,6,0,8,0,8,302,77,6,0,8,2,6284,2.0999999046325684,6,8,6284,2.200000047683716,302,6,10,18.899999618530273
2016,134,동강대학교,전문대학,사립,광주,B그룹,1,2,0,0,1,2,3,0,1,0,1,0,0,0,0,55,5,1,2,0,0,3350,0.800000011920929,1,0,3350,0.30000001192092896,55,3,0,18.299999237060547
2016,135,동국대학교,대학,사립,서울,A그룹,13,0,7,1,20,1,21,5,8,0,13,0,7,0,7,484,127,13,0,7,1,17358,1.100000023841858,13,7,17358,1.2000000476837158,484,13,8,23.0
2016,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,3,1,7,2,10,3,13,0,3,0,3,0,7,0,7,417,50,3,1,7,2,8669,1.2000000476837158,3,7,8669,1.2000000476837158,417,4,9,32.099998474121094
2016,137,동남보건대학교,전문대학,사립,경기,A그룹,2,1,0,1,2,2,4,1,1,0,2,0,0,0,0,66,5,2,1,0,1,4892,0.699999988079071,2,0,4892,0.4000000059604645,66,3,1,16.5
2016,138,동덕여자대학교,대학,사립,서울,B그룹,8,0,6,0,14,0,14,3,5,0,8,0,6,0,6,554,361,8,0,6,0,7397,1.7000000476837158,8,6,7397,1.899999976158142,554,8,6,39.599998474121094
2016,139,동명대학교,대학,사립,부산,B그룹,2,2,6,4,8,6,14,1,1,0,2,0,6,0,6,285,17,2,2,6,4,8709,1.2000000476837158,2,6,8709,0.8999999761581421,285,4,10,20.399999618530273
2016,140,동방문화대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,223,4.5,1,0,223,4.5,0,1,0,0.0
2016,141,동부산대학교,전문대학,사립,부산,C그룹,2,0,0,2,2,2,4,0,2,0,2,0,0,0,0,90,5,2,0,0,2,2381,1.2999999523162842,2,0,2381,0.800000011920929,90,2,2,22.5
2016,142,동서대학교,대학,사립,부산,B그룹,9,1,2,1,11,2,13,1,6,2,9,0,2,0,2,569,75,9,1,2,1,11432,1.0,9,2,11432,1.0,569,10,3,43.79999923706055
2016,143,동서울대학교,전문대학,사립,경기,A그룹,2,1,1,1,3,2,5,0,2,0,2,0,0,1,1,32,2,2,1,1,1,5715,0.699999988079071,2,1,5715,0.5,32,3,2,6.400000095367432
2016,144,동신대학교,대학,사립,전남,B그룹,1,0,2,7,3,7,10,1,0,0,1,0,2,0,2,90,13,1,0,2,7,7627,0.800000011920929,1,2,7627,0.4000000059604645,90,1,9,9.0
2016,145,동아대학교,대학,사립,부산,A그룹,19,1,11,1,30,2,32,10,8,1,19,0,11,0,11,419,98,19,1,11,1,21958,1.2999999523162842,19,11,21958,1.399999976158142,419,20,12,13.100000381469727
2016,146,동아방송예술대학교,전문대학,사립,경기,B그룹,1,0,2,0,3,0,3,0,1,0,1,0,2,0,2,71,13,1,0,2,0,3056,0.8999999761581421,1,2,3056,1.0,71,1,2,23.700000762939453
2016,147,동아보건대학교,전문대학,사립,전남,C그룹,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2006,1.0,2,0,2006,1.0,0,2,0,0.0
2016,148,동양대학교,대학,사립,경북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,15,2,0,1,0,0,4585,0.20000000298023224,0,0,4585,0.0,15,1,0,15.0
2016,149,동양미래대학교,전문대학,사립,서울,A그룹,3,1,0,0,3,1,4,0,1,2,3,0,0,0,0,109,8,3,1,0,0,5950,0.6000000238418579,3,0,5950,0.5,109,4,0,27.299999237060547
2016,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,151,동원과학기술대학교,전문대학,사립,경남,B그룹,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,27,2,0,0,1,0,2088,0.4000000059604645,0,1,2088,0.5,27,0,1,27.0
2016,152,동원대학교,전문대학,사립,경기,B그룹,1,0,1,0,2,0,2,0,1,0,1,0,0,1,1,46,2,1,0,1,0,3841,0.5,1,1,3841,0.5,46,1,1,23.0
2016,153,동의과학대학교,전문대학,사립,부산,B그룹,3,0,0,0,3,0,3,1,2,0,3,0,0,0,0,40,5,3,0,0,0,5465,0.5,3,0,5465,0.5,40,3,0,13.300000190734863
2016,154,동의대학교,대학,사립,부산,A그룹,14,1,4,0,18,1,19,2,12,0,14,0,4,0,4,268,48,14,1,4,0,16555,1.100000023841858,14,4,16555,1.100000023841858,268,15,4,14.100000381469727
2016,155,두원공과대학교,전문대학,사립,경기,B그룹,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,5982,0.30000001192092896,1,1,5982,0.30000001192092896,0,1,1,0.0
2016,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3813,0.0,0,0,3813,0.0,0,0,0,0.0
2016,157,루터대학교,대학,사립,경기,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,23,1,1,0,0,1,449,3.299999952316284,1,0,449,2.200000047683716,23,1,1,11.5
2016,158,마산대학교,전문대학,사립,경남,A그룹,2,0,0,3,2,3,5,0,2,0,2,0,0,0,0,39,19,2,0,0,3,5875,0.6000000238418579,2,0,5875,0.30000001192092896,39,2,3,7.800000190734863
2016,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,160,명지대학교,대학,사립,서울,A그룹,12,2,2,3,14,5,19,4,5,3,12,0,2,0,2,317,36,12,2,2,3,16153,1.0,12,2,16153,0.8999999761581421,317,14,5,16.700000762939453
2016,161,명지전문대학,전문대학,사립,서울,A그룹,1,2,1,0,2,2,4,0,1,0,1,0,1,0,1,83,13,1,2,1,0,6986,0.5,1,1,6986,0.30000001192092896,83,3,1,20.799999237060547
2016,162,목원대학교,대학,사립,대전,B그룹,4,1,6,1,10,2,12,1,3,0,4,0,6,0,6,174,35,4,1,6,1,9185,1.100000023841858,4,6,9185,1.100000023841858,174,5,7,14.5
2016,163,목포가톨릭대학교,대학,사립,전남,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,570,1.7999999523162842,1,0,570,1.7999999523162842,0,1,0,0.0
2016,164,목포과학대학교,전문대학,사립,전남,B그룹,1,0,2,0,3,0,3,1,0,0,1,0,2,0,2,28,4,1,0,2,0,2504,1.0,1,2,2504,1.2000000476837158,28,1,2,9.300000190734863
2016,165,문경대학교,전문대학,사립,경북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,39,5,1,0,0,0,864,1.2000000476837158,1,0,864,1.2000000476837158,39,1,0,39.0
2016,166,배재대학교,대학,사립,대전,B그룹,4,4,0,4,4,8,12,2,2,0,4,0,0,0,0,145,35,4,4,0,4,9896,0.8999999761581421,4,0,9896,0.4000000059604645,145,8,4,12.100000381469727
2016,167,배화여자대학교,전문대학,사립,서울,B그룹,2,1,0,0,2,1,3,2,0,0,2,0,0,0,0,39,2,2,1,0,0,3130,0.8999999761581421,2,0,3130,0.6000000238418579,39,3,0,13.0
2016,168,백석대학교,대학,사립,충남,A그룹,5,3,9,6,14,9,23,0,4,1,5,0,9,0,9,310,27,5,3,9,6,14788,1.2000000476837158,5,9,14788,0.8999999761581421,310,8,15,13.5
2016,169,백석문화대학교,전문대학,사립,충남,A그룹,4,0,1,0,5,0,5,1,2,1,4,0,1,0,1,223,9,4,0,1,0,5873,0.800000011920929,4,1,5873,0.8999999761581421,223,4,1,44.599998474121094
2016,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,171,백제예술대학교,전문대학,사립,전북,C그룹,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,27,1,1,0,0,0,1754,0.6000000238418579,1,0,1754,0.6000000238418579,27,1,0,27.0
2016,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,2,0,0,0,2,0,2,0,1,1,2,0,0,0,0,0,0,2,0,0,0,87,23.0,2,0,87,23.0,0,2,0,0.0
2016,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,174,부산가톨릭대학교,대학,사립,부산,C그룹,3,1,0,2,3,3,6,0,3,0,3,0,0,0,0,221,28,3,1,0,2,4209,1.100000023841858,3,0,4209,0.699999988079071,221,4,2,36.79999923706055
2016,175,부산경상대학교,전문대학,사립,부산,B그룹,0,0,1,2,1,2,3,0,0,0,0,0,1,0,1,12,1,0,0,1,2,3087,0.6000000238418579,0,1,3087,0.30000001192092896,12,0,3,4.0
2016,176,부산과학기술대학교,전문대학,사립,부산,B그룹,1,1,1,1,2,2,4,0,1,0,1,0,1,0,1,15,1,1,1,1,1,4357,0.699999988079071,1,1,4357,0.5,15,2,2,3.799999952316284
2016,177,부산교육대학교,대학,국립,부산,C그룹,6,1,0,0,6,1,7,1,5,0,6,0,0,0,0,627,78,6,1,0,0,2546,2.700000047683716,6,0,2546,2.4000000953674316,627,7,0,89.5999984741211
2016,178,부산대학교,대학,국립,부산,A그룹,47,1,3,2,50,3,53,17,30,0,47,0,3,0,3,3954,517,47,1,3,2,29618,1.7000000476837158,47,3,29618,1.7000000476837158,3954,48,5,74.5999984741211
2016,179,부산디지털대학교,대학,사립,부산,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2412,0.30000001192092896,0,0,2412,0.0,0,1,0,0.0
2016,180,부산보건대학교,전문대학,사립,부산,B그룹,1,0,1,1,2,1,3,1,0,0,1,0,1,0,1,67,21,1,0,1,1,3472,0.699999988079071,1,1,3472,0.6000000238418579,67,1,2,22.299999237060547
2016,181,부산여자대학교,전문대학,사립,부산,C그룹,3,0,0,0,3,0,3,3,0,0,3,0,0,0,0,12,3,3,0,0,0,3056,1.0,3,0,3056,1.0,12,3,0,4.0
2016,182,부산예술대학교,전문대학,사립,부산,C그룹,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,862,0.8999999761581421,0,1,862,1.2000000476837158,0,0,1,0.0
2016,183,부산외국어대학교,대학,사립,부산,B그룹,5,0,3,1,8,1,9,0,5,0,5,0,3,0,3,287,63,5,0,3,1,9538,0.800000011920929,5,3,9538,0.800000011920929,287,5,4,31.899999618530273
2016,184,부산장신대학교,대학,사립,경남,C그룹,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,51,6,1,0,0,0,512,2.0,1,0,512,2.0,51,1,0,51.0
2016,185,부천대학교,전문대학,사립,경기,A그룹,1,1,0,2,1,3,4,0,1,0,1,0,0,0,0,114,5,1,1,0,2,7669,0.4000000059604645,1,0,7669,0.10000000149011612,114,2,2,28.5
2016,186,삼육대학교,대학,사립,서울,B그룹,2,5,0,1,2,6,8,1,1,0,2,0,0,0,0,174,30,2,5,0,1,6006,1.100000023841858,2,0,6006,0.30000001192092896,174,7,1,21.799999237060547
2016,187,삼육보건대학교,전문대학,사립,서울,C그룹,1,0,1,1,2,1,3,0,1,0,1,0,1,0,1,72,5,1,0,1,1,1356,1.7000000476837158,1,1,1356,1.5,72,1,2,24.0
2016,188,상명대학교,대학,사립,서울,A그룹,10,4,4,11,14,15,29,6,4,0,10,0,4,0,4,451,29,10,4,4,11,14952,1.5,10,4,14952,0.8999999761581421,451,14,15,15.600000381469727
2016,189,상지대학교,대학,사립,강원,B그룹,4,1,6,1,10,2,12,1,2,1,4,0,4,2,6,90,19,4,1,6,1,7620,1.2999999523162842,4,6,7620,1.2999999523162842,90,5,7,7.5
2016,190,상지영서대학교,전문대학,사립,강원,B그룹,1,1,0,2,1,3,4,0,1,0,1,0,0,0,0,22,1,1,1,0,2,2854,1.0,1,0,2854,0.4000000059604645,22,2,2,5.5
2016,191,서강대학교,대학,사립,서울,A그룹,19,0,6,4,25,4,29,13,6,0,19,0,6,0,6,850,134,19,0,6,4,11174,2.299999952316284,19,6,11174,2.200000047683716,850,19,10,29.299999237060547
2016,192,서경대학교,대학,사립,서울,B그룹,2,4,0,5,2,9,11,0,2,0,2,0,0,0,0,78,14,2,4,0,5,7190,1.100000023841858,2,0,7190,0.30000001192092896,78,6,5,7.099999904632568
2016,193,서남대학교,대학,사립,전북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,10,1,0,1,0,0,1758,0.5,0,0,1758,0.0,10,1,0,10.0
2016,194,서라벌대학교,전문대학,사립,경북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,37,1,1,0,0,0,872,1.100000023841858,1,0,872,1.100000023841858,37,1,0,37.0
2016,195,서영대학교,전문대학,사립,광주,A그룹,0,2,2,0,2,2,4,0,0,0,0,1,1,0,2,27,2,0,2,2,0,5094,0.6000000238418579,0,2,5094,0.4000000059604645,27,2,2,6.800000190734863
2016,196,서울과학기술대학교,대학,국립,서울,A그룹,9,3,0,0,9,3,12,0,7,2,9,0,0,0,0,905,145,9,3,0,0,12407,0.8999999761581421,9,0,12407,0.699999988079071,905,12,0,75.4000015258789
2016,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,1,0,0,368,2.200000047683716,0,0,368,0.0,4,1,0,4.0
2016,198,서울교육대학교,대학,국립,서울,C그룹,5,0,1,0,6,0,6,2,3,0,5,0,1,0,1,475,20,5,0,1,0,2996,1.899999976158142,5,1,2996,2.0,475,5,1,79.19999694824219
2016,199,서울기독대학교,대학,사립,서울,C그룹,1,1,0,1,1,2,3,1,0,0,1,0,0,0,0,22,2,1,1,0,1,761,3.0,1,0,761,1.2999999523162842,22,2,1,7.300000190734863
2016,200,서울대학교,대학,국립,서울,A그룹,87,10,9,9,96,19,115,22,54,11,87,0,7,2,9,4981,186,87,10,9,9,28630,3.700000047683716,87,9,28630,3.4000000953674316,4981,97,18,43.29999923706055
2016,201,서울디지털대학교,대학,사립,서울,A그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10833,0.0,0,0,10833,0.0,0,0,1,0.0
2016,202,서울미디어대학원대학교,대학원대학,사립,서울,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,4.800000190734863,0,0,104,0.0,0,0,1,0.0
2016,203,서울벤처대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0.0,0,0,256,0.0,0,0,0,0.0
2016,204,서울불교대학원대학교,대학원대학,사립,서울,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,172,4.699999809265137,0,0,172,0.0,0,1,0,0.0
2016,205,서울사이버대학교,대학,사립,서울,A그룹,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11143,0.10000000149011612,0,0,11143,0.0,0,1,1,0.0
2016,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,5.300000190734863,0,0,95,0.0,0,0,1,0.0
2016,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,24,1,1,0,0,0,97,10.300000190734863,1,0,97,10.300000190734863,24,1,0,24.0
2016,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,52,9,1,0,0,0,86,11.600000381469727,1,0,86,11.600000381469727,52,1,0,52.0
2016,209,서울시립대학교,대학,공립,서울,A그룹,21,1,5,0,26,1,27,4,13,4,21,0,4,1,5,1881,234,21,1,5,0,11793,2.200000047683716,21,5,11793,2.200000047683716,1881,22,5,69.69999694824219
2016,210,서울신학대학교,대학,사립,경기,C그룹,3,2,0,2,3,4,7,2,1,0,3,0,0,0,0,250,13,3,2,0,2,3170,1.7999999523162842,3,0,3170,0.8999999761581421,250,5,2,35.70000076293945
2016,211,서울여자간호대학교,전문대학,사립,서울,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,33,1,1,0,0,0,966,1.0,1,0,966,1.0,33,1,0,33.0
2016,212,서울여자대학교,대학,사립,서울,B그룹,3,2,10,4,13,6,19,1,2,0,3,0,10,0,10,668,94,3,2,10,4,8058,1.7999999523162842,3,10,8058,1.600000023841858,668,5,14,35.20000076293945
2016,213,서울예술대학교,전문대학,사립,경기,B그룹,1,1,1,0,2,1,3,1,0,0,1,0,1,0,1,29,4,1,1,1,0,3136,0.800000011920929,1,1,3136,0.6000000238418579,29,2,1,9.699999809265137
2016,214,서울외국어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0.0,0,0,155,0.0,0,0,0,0.0
2016,215,서울장신대학교,대학,사립,경기,C그룹,0,2,1,0,1,2,3,0,0,0,0,0,0,1,1,127,21,0,2,1,0,852,2.799999952316284,0,1,852,1.2000000476837158,127,2,1,42.29999923706055
2016,216,서울한영대학교,대학,사립,서울,C그룹,3,0,0,1,3,1,4,0,3,0,3,0,0,0,0,117,13,3,0,0,1,1090,3.200000047683716,3,0,1090,2.799999952316284,117,3,1,29.299999237060547
2016,217,서원대학교,대학,사립,충북,B그룹,3,2,2,3,5,5,10,1,2,0,3,0,2,0,2,230,52,3,2,2,3,7493,1.0,3,2,7493,0.699999988079071,230,5,5,23.0
2016,218,서일대학교,전문대학,사립,서울,A그룹,3,0,0,0,3,0,3,0,2,1,3,0,0,0,0,216,21,3,0,0,0,6524,0.5,3,0,6524,0.5,216,3,0,72.0
2016,219,서정대학교,전문대학,사립,경기,A그룹,0,0,2,1,2,1,3,0,0,0,0,0,1,1,2,30,2,0,0,2,1,4488,0.5,0,2,4488,0.4000000059604645,30,0,3,10.0
2016,220,서해대학,전문대학,사립,전북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,15,1,1,0,0,0,1247,0.800000011920929,1,0,1247,0.800000011920929,15,1,0,15.0
2016,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,222,선린대학교,전문대학,사립,경북,C그룹,1,0,1,0,2,0,2,0,0,1,1,0,1,0,1,27,2,1,0,1,0,2606,0.699999988079071,1,1,2606,0.800000011920929,27,1,1,13.5
2016,223,선문대학교,대학,사립,충남,B그룹,2,1,4,9,6,10,16,0,2,0,2,0,4,0,4,365,42,2,1,4,9,10054,1.0,2,4,10054,0.6000000238418579,365,3,13,22.799999237060547
2016,224,선학유피대학원대학교,대학원대학,사립,경기,-,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,21,2,1,0,0,1,75,20.0,1,0,75,13.300000190734863,21,1,1,10.5
2016,225,성결대학교,대학,사립,경기,B그룹,3,0,4,1,7,1,8,1,2,0,3,0,4,0,4,185,27,3,0,4,1,6054,1.100000023841858,3,4,6054,1.2000000476837158,185,3,5,23.100000381469727
2016,226,성공회대학교,대학,사립,서울,C그룹,4,0,0,0,4,0,4,1,3,0,4,0,0,0,0,140,14,4,0,0,0,2516,1.600000023841858,4,0,2516,1.600000023841858,140,4,0,35.0
2016,227,성균관대학교,대학,사립,서울,A그룹,19,3,29,6,48,9,57,9,10,0,19,0,15,14,29,3478,257,19,3,29,6,26654,1.7999999523162842,19,29,26654,1.7999999523162842,3478,22,35,61.0
2016,228,성산효대학원대학교,대학원대학,사립,인천,-,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,236,4.199999809265137,1,0,236,4.199999809265137,0,1,0,0.0
2016,229,성서침례대학원대학교,대학원대학,사립,경기,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,16.299999237060547,0,0,49,0.0,0,1,0,0.0
2016,230,성신여자대학교,대학,사립,서울,A그룹,7,0,6,8,13,8,21,2,5,0,7,0,6,0,6,455,88,7,0,6,8,10445,1.5,7,6,10445,1.2000000476837158,455,7,14,21.700000762939453
2016,231,성운대학교,전문대학,사립,경북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,4,1,1,0,0,0,1364,0.699999988079071,1,0,1364,0.699999988079071,4,1,0,4.0
2016,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,233,세경대학교,전문대학,사립,강원,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,3,1,1,0,0,0,941,1.100000023841858,1,0,941,1.100000023841858,3,1,0,3.0
2016,234,세계사이버대학,기타,기타,경기,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,1,0,0.0
2016,235,세명대학교,대학,사립,충북,B그룹,3,3,0,5,3,8,11,1,2,0,3,0,0,0,0,160,25,3,3,0,5,8347,0.8999999761581421,3,0,8347,0.4000000059604645,160,6,5,14.5
2016,236,세종대학교,대학,사립,서울,A그룹,8,0,0,3,8,3,11,2,6,0,8,0,0,0,0,80,20,8,0,0,3,13968,0.699999988079071,8,0,13968,0.6000000238418579,80,8,3,7.300000190734863
2016,237,세한대학교,대학,사립,충남,C그룹,3,2,0,0,3,2,5,0,3,0,3,0,0,0,0,136,28,3,2,0,0,4261,1.100000023841858,3,0,4261,0.699999988079071,136,5,0,27.200000762939453
2016,238,송곡대학교,전문대학,사립,강원,C그룹,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,751,1.2999999523162842,1,0,751,1.2999999523162842,0,1,0,0.0
2016,239,송원대학교,대학,사립,광주,C그룹,2,1,0,0,2,1,3,0,2,0,2,0,0,0,0,115,25,2,1,0,0,2587,1.100000023841858,2,0,2587,0.800000011920929,115,3,0,38.29999923706055
2016,240,송호대학교,전문대학,사립,강원,C그룹,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1007,1.0,1,0,1007,1.0,0,1,0,0.0
2016,241,수도국제대학원대학교,대학원대학,사립,서울,-,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,303,5.900000095367432,1,0,303,3.299999952316284,0,2,0,0.0
2016,242,수성대학교,전문대학,사립,대구,B그룹,1,1,1,0,2,1,3,0,1,0,1,0,1,0,1,100,2,1,1,1,0,3715,0.699999988079071,1,1,3715,0.5,100,2,1,33.29999923706055
2016,243,수원가톨릭대학교,대학,사립,경기,C그룹,2,1,0,0,2,1,3,1,1,0,2,0,0,0,0,36,4,2,1,0,0,197,14.199999809265137,2,0,197,10.199999809265137,36,3,0,12.0
2016,244,수원과학대학교,전문대학,사립,경기,B그룹,1,1,1,1,2,2,4,0,1,0,1,0,1,0,1,97,3,1,1,1,1,6214,0.5,1,1,6214,0.30000001192092896,97,2,2,24.299999237060547
2016,245,수원대학교,대학,사립,경기,B그룹,5,1,7,8,12,9,21,3,0,2,5,0,7,0,7,725,186,5,1,7,8,10917,1.399999976158142,5,7,10917,1.100000023841858,725,6,15,34.5
2016,246,수원여자대학교,전문대학,사립,경기,B그룹,2,0,0,0,2,0,2,1,1,0,2,0,0,0,0,18,1,2,0,0,0,4466,0.4000000059604645,2,0,4466,0.4000000059604645,18,2,0,9.0
2016,247,숙명여자대학교,대학,사립,서울,A그룹,13,2,2,2,15,4,19,6,5,2,13,0,2,0,2,1020,233,13,2,2,2,12820,1.2999999523162842,13,2,12820,1.2000000476837158,1020,15,4,53.70000076293945
2016,248,순복음대학원대학교,대학원대학,사립,서울,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146,3.4000000953674316,0,0,146,0.0,0,0,1,0.0
2016,249,순복음총회신학교,대학,사립,충북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,345,2.299999952316284,0,0,345,0.0,0,1,0,0.0
2016,250,순천제일대학교,전문대학,사립,전남,B그룹,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,4,1,2,0,0,0,2576,0.800000011920929,2,0,2576,0.800000011920929,4,2,0,2.0
2016,251,순천향대학교,대학,사립,충남,A그룹,7,4,2,3,9,7,16,2,5,0,7,0,2,0,2,351,56,7,4,2,3,11771,1.100000023841858,7,2,11771,0.800000011920929,351,11,5,21.899999618530273
2016,252,숭실대학교,대학,사립,서울,A그룹,11,2,4,3,15,5,20,3,8,0,11,0,4,0,4,2006,82,11,2,4,3,15399,1.100000023841858,11,4,15399,1.0,2006,13,7,100.30000305175781
2016,253,숭실사이버대학교,대학,사립,서울,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5239,0.0,0,0,5239,0.0,0,0,0,0.0
2016,254,숭의여자대학교,전문대학,사립,서울,B그룹,1,0,2,0,3,0,3,0,1,0,1,0,0,2,2,91,16,1,0,2,0,3509,0.699999988079071,1,2,3509,0.8999999761581421,91,1,2,30.299999237060547
